,Variable,p_val
0,Pas1_FatiguePre,0.657071792428042
1,Pas1_FatiguePost,0.7237581074631636
2,Pas1_Impact_Fatigue,0.13333897064083147
3,Pas1_TpsReacMoy_Total,0.8196866494207635
4,Pas1_TpsReacMoy_Haut,0.8281936280106785
5,Pas1_TpsReacMoy_Bas,0.5513996290682794
6,Pas1_TpsReacMoy_Gauche,0.940091094117161
7,Pas1_TpsReacMoy_Droite,0.7689426381652932
8,Pas1_Ecart_gauche_droite,0.42687345973263807
9,Pas1_Ecart_Haut_Bas_,0.5634695167743127
10,Pas2_FatiguePre,0.5045331995919555
11,Pas2_FatiguePost,0.38092758075448235
12,Pas2_Impact_Fatigue,0.8097400650088395
13,Pas2_TpsReacMoy_Total,0.8500659363900902
14,Pas2_TpsReacMoy_Haut,0.8757148696124497
15,Pas2_TpsReacMoy_Bas,0.8079891640629021
16,Pas2_TpsReacMoy_Gauche,0.6588647697166199
17,Pas2_TpsReacMoy_Droite,0.879543749967721
18,Pas2_Ecart_gauche_droite,0.47997036329682874
19,Pas2_Ecart_Haut_Bas_,0.9446364554743969
20,Pas1_0,0.8367466437462406
21,Pas1_6,0.8587164088977842
22,Pas1_12,0.7938483124970797
23,Pas1_18,0.06357707133533763
24,Pas1_24,0.5311452077540355
25,Pas1_30,0.7430466092734145
26,Pas1_36,0.7464590415050738
27,Pas1_42,0.8695560012373793
28,Pas1_48,0.7567745617229624
29,Pas1_54,0.7956044310996164
30,Pas1_60,0.9655720332154696
31,Pas1_66,0.5602828341804248
32,Pas1_72,0.8723075627167449
33,Pas1_78,0.6661146196533675
34,Pas1_84,0.5022251852219254
35,Pas1_90,0.8267568816813926
36,Pas1_96,0.5990109998785326
37,Pas1_102,0.5237098893094141
38,Pas1_108,0.2831949508098213
39,Pas1_114,0.8453573648636732
40,Pas1_120,0.9259134439704215
41,Pas1_126,0.37688124164894743
42,Pas1_132,0.890352507847126
43,Pas1_138,0.6726610180675447
44,Pas1_144,0.8558303471737538
45,Pas1_150,0.9123318252027617
46,Pas1_156,0.5658394249615457
47,Pas1_162,0.6841409917818062
48,Pas1_168,0.9990103458508068
49,Pas1_174,0.8184538981799899
50,Pas1_180,0.4928657789893215
51,Pas1_186,0.9210525446328363
52,Pas1_192,0.1777014963085381
53,Pas1_198,0.8883975615620658
54,Pas1_204,0.9379305538165815
55,Pas1_210,0.11756256215058919
56,Pas1_216,0.549082491766284
57,Pas1_222,0.38348696946656063
58,Pas1_228,0.36058625107940884
59,Pas1_234,0.8907971673140143
60,Pas1_240,0.9670328717094258
61,Pas1_246,0.4254681506260479
62,Pas1_252,0.47062031118891234
63,Pas1_258,0.9251918239313722
64,Pas1_264,0.32008409108604435
65,Pas1_270,0.22923553744737835
66,Pas1_276,0.5319961491498948
67,Pas1_282,0.9111214335124029
68,Pas1_288,0.9652326910037485
69,Pas1_294,0.8113750057224232
70,Pas1_300,0.461199254991731
71,Pas1_306,0.863917066460415
72,Pas1_312,0.627435815140599
73,Pas1_318,0.6655410682086276
74,Pas1_324,0.8072139762235204
75,Pas1_330,0.2518073984159038
76,Pas1_336,0.9802123685576924
77,Pas1_342,0.6669447555965663
78,Pas1_348,0.8293633189045146
79,Pas1_354,0.9675059093959009
80,Pas2_0,0.8023949635557741
81,Pas2_6,0.2774689252325534
82,Pas2_12,0.7270865002111834
83,Pas2_18,0.9144583369380239
84,Pas2_24,0.05305881817333567
85,Pas2_30,0.5442884290842437
86,Pas2_36,0.26142052697027696
87,Pas2_42,0.629394244990733
88,Pas2_48,0.40985344501077225
89,Pas2_54,0.6584634898068183
90,Pas2_60,0.7807418920776259
91,Pas2_66,0.82964893302035
92,Pas2_72,0.9510237303477609
93,Pas2_78,0.9641013859046856
94,Pas2_84,0.6318676447503984
95,Pas2_90,0.7686945664432467
96,Pas2_96,0.8628095199999724
97,Pas2_102,0.833389850725229
98,Pas2_108,0.8790538049294899
99,Pas2_114,0.800027860061466
100,Pas2_120,0.06960014276825013
101,Pas2_126,0.589191408598446
102,Pas2_132,0.5524668175230008
103,Pas2_138,0.5348772119928277
104,Pas2_144,0.10475365465178807
105,Pas2_150,0.2928675749743831
106,Pas2_156,0.9468443260634132
107,Pas2_162,0.5288452863709303
108,Pas2_168,0.7718838926491216
109,Pas2_174,0.271642372194792
110,Pas2_180,0.16486559646585058
111,Pas2_186,0.21624780611480648
112,Pas2_192,0.53492510393748
113,Pas2_198,0.2641326267155704
114,Pas2_204,0.571807502160425
115,Pas2_210,0.6925113644989953
116,Pas2_216,0.9596383673659843
117,Pas2_222,0.9284421810924127
118,Pas2_228,0.9019803010451346
119,Pas2_234,0.40212900710603994
120,Pas2_240,0.6226056268261168
121,Pas2_246,0.7920248601859484
122,Pas2_252,0.767738315415504
123,Pas2_258,0.8360612831318388
124,Pas2_264,0.026978757163325113
125,Pas2_270,0.36648773026075643
126,Pas2_276,0.016719718501247295
127,Pas2_282,0.41035621384209187
128,Pas2_288,0.5044192014444461
129,Pas2_294,0.8516971403499778
130,Pas2_300,0.5902846076649672
131,Pas2_306,0.6020467608886745
132,Pas2_312,0.026539752335409283
133,Pas2_318,0.37836993422950277
134,Pas2_324,0.9971496482680935
135,Pas2_330,0.3597295231161246
136,Pas2_336,0.8019522430081972
137,Pas2_342,0.7077937763992832
138,Pas2_348,0.19482428386810957
139,Pas2_354,0.13235209215633206
